Filename,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,drives,affiliation,achieve,power,reward,risk,work,leisure,home,money,relig,death
415504.txt,6.25,0,6.25,0,0,0,0,0,0,0,0,12.5,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0
416175.txt,6.56,6.56,0,0,0,0,18.03,0,0,0,0,13.11,1.64,1.64,1.64,3.28,1.64,8.2,11.48,8.2,3.28,1.64,3.28,0,4.92,0,0,3.28,0,0
416749.txt,10,4,6,4,0,2,0,0,0,0,0,8,0,0,0,4,2,6,10,0,2,4,4,4,0,0,0,2,0,2
416930.txt,1.92,0,0,0,0,0,0,0,0,0,0,1.92,1.92,0,0,0,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0
417902.txt,6.12,6.12,0,0,0,0,0,0,0,0,0,2.04,0,2.04,0,0,0,0,4.08,0,2.04,4.08,2.04,0,0,2.04,0,2.04,0,0
418765.txt,5.45,0,5.45,0,0,0,12.73,0,0,0,0,10.91,3.64,0,0,3.64,3.64,1.82,14.55,10.91,0,0,1.82,1.82,0,0,0,0,0,0
419477.txt,6.52,4.35,2.17,2.17,0,0,4.35,0,0,0,0,15.22,4.35,2.17,0,2.17,2.17,6.52,4.35,4.35,0,4.35,0,0,0,2.17,2.17,0,0,0
420503.txt,0,0,0,0,0,0,0,0,0,0,0,8.7,0,0,0,2.17,0,6.52,0,0,0,0,0,0,4.35,4.35,0,0,0,0
421069.txt,1.22,1.22,0,0,0,0,8.54,0,0,0,0,18.29,0,2.44,2.44,3.66,6.1,3.66,4.88,3.66,0,0,1.22,0,0,0,0,0,0,0
423423.txt,1.69,1.69,0,0,0,0,6.78,0,0,0,0,6.78,0,0,1.69,5.08,1.69,5.08,1.69,0,0,1.69,0,0,15.25,0,0,22.03,0,0
424843.txt,11.76,9.8,1.96,0,0,1.96,0,0,0,0,0,11.76,7.84,5.88,0,0,0,3.92,9.8,0,1.96,7.84,1.96,0,19.61,0,0,27.45,0,0
424885.txt,3.92,3.92,0,0,0,0,7.84,0,0,0,0,13.73,1.96,3.92,0,1.96,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0
425072.txt,8.77,8.77,0,0,0,0,1.75,1.75,0,0,0,10.53,1.75,1.75,0,1.75,0,5.26,12.28,1.75,1.75,7.02,1.75,0,0,1.75,1.75,3.51,0,0
427814.txt,0,0,0,0,0,0,0,0,0,0,0,14.29,2.38,2.38,0,2.38,2.38,7.14,2.38,0,2.38,2.38,0,0,0,0,0,0,23.81,0
427964.txt,10.94,7.81,3.12,0,0,1.56,15.62,0,3.12,0,0,17.19,3.12,3.12,0,7.81,1.56,7.81,14.06,12.5,1.56,0,1.56,0,3.12,4.69,0,0,0,0
428773.txt,6.25,6.25,0,0,0,0,7.81,0,0,0,0,10.94,0,7.81,0,1.56,1.56,0,9.38,1.56,6.25,3.12,1.56,0,1.56,0,0,0,0,0
429413.txt,1.54,1.54,0,0,0,0,6.15,0,0,0,0,3.08,0,1.54,0,0,1.54,0,6.15,3.08,0,3.08,0,0,1.54,6.15,0,0,0,0
429453.txt,4.26,4.26,0,0,0,0,14.89,0,0,0,0,6.38,2.13,0,0,2.13,0,2.13,4.26,0,2.13,0,4.26,0,0,0,0,0,0,0
430090.txt,1.41,1.41,0,0,0,0,8.45,0,0,0,0,1.41,0,0,1.41,1.41,0,1.41,4.23,2.82,0,1.41,0,0,5.63,0,0,14.08,0,0
430131.txt,10.42,4.17,6.25,6.25,0,0,0,0,0,0,0,12.5,2.08,8.33,0,2.08,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0
431114.txt,11.63,9.3,2.33,0,0,2.33,4.65,0,0,0,0,11.63,0,0,4.65,2.33,0,6.98,16.28,0,4.65,6.98,2.33,2.33,4.65,9.3,0,2.33,0,0
432455.txt,0,0,0,0,0,0,0,0,0,0,0,4.17,0,0,2.08,4.17,0,4.17,2.08,0,0,2.08,0,0,4.17,0,0,4.17,0,0
432602.txt,0,0,0,0,0,0,0,0,0,0,0,1.69,0,0,0,1.69,0,1.69,8.47,0,0,3.39,3.39,1.69,0,0,0,0,0,0
436548.txt,0,0,0,0,0,0,7.21,0,0,0,0,4.5,0,3.6,0,0,0,0.9,13.51,3.6,3.6,6.31,0.9,0,10.81,0,0,0.9,0,0
437193.txt,1.92,0,1.92,0,1.92,0,1.92,0,0,0,0,3.85,0,1.92,0,1.92,0,0,3.85,0,1.92,3.85,0,0,1.92,1.92,0,0,0,1.92
437222.txt,0,0,0,0,0,0,0,0,0,0,0,2.7,2.7,0,0,0,0,0,2.7,0,0,2.7,0,0,2.7,2.7,0,0,0,0
437293.txt,3.39,1.69,1.69,0,0,0,5.08,0,0,0,1.69,6.78,1.69,1.69,0,0,3.39,0,5.08,0,0,5.08,0,0,0,0,0,0,0,0
437422.txt,4.76,4.76,0,0,0,0,4.76,0,0,0,0,7.14,2.38,0,0,2.38,0,2.38,9.52,0,2.38,9.52,2.38,0,7.14,0,0,4.76,0,0
438286.txt,3.51,1.75,0,0,0,0,12.28,0,0,0,0,15.79,5.26,1.75,0,5.26,1.75,5.26,12.28,0,3.51,8.77,3.51,0,12.28,8.77,0,0,0,0
441739.txt,0,0,0,0,0,0,8.33,0,0,0,0,2.78,0,0,0,2.78,0,0,8.33,8.33,0,0,0,0,11.11,5.56,0,2.78,0,0
442525.txt,1.85,1.85,0,0,0,0,0,0,0,0,0,1.85,0,0,0,0,0,1.85,1.85,0,0,1.85,0,0,0,0,0,0,0,0
443917.txt,9.09,7.27,1.82,0,0,1.82,1.82,0,0,0,0,0,0,0,0,0,0,0,9.09,1.82,0,5.45,1.82,0,0,0,0,0,0,0
447797.txt,10.26,2.56,7.69,0,0,0,0,0,0,0,0,20.51,2.56,2.56,2.56,7.69,0,7.69,12.82,0,2.56,0,0,10.26,0,0,0,0,0,0
448124.txt,6.25,6.25,0,0,0,0,6.25,6.25,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0
450559.txt,4.17,0,4.17,0,0,0,2.08,0,0,0,0,14.58,4.17,6.25,0,4.17,0,2.08,0,0,0,0,0,0,2.08,0,0,0,0,0
452034.txt,3.54,2.65,0.88,0,0,0,0.88,0,0,0,0,15.93,2.65,4.42,0.88,7.96,0,4.42,3.54,0,0.88,1.77,0,0.88,0,0,0,0,0,0
453869.txt,6,2,4,0,0,0,2,0,0,0,0,10,0,10,0,0,0,0,22,0,0,12,0,10,2,0,0,0,0,0
454884.txt,0,0,0,0,0,0,4.17,0,0,0,0,4.17,0,2.08,2.08,2.08,0,2.08,8.33,2.08,0,6.25,0,0,2.08,0,0,0,0,0
455492.txt,0,0,0,0,0,0,5.77,0,0,0,0,7.69,0,5.77,0,1.92,0,1.92,3.85,1.92,0,1.92,0,0,0,0,0,0,0,0
456560.txt,0,0,0,0,0,0,2.04,0,0,0,0,8.16,2.04,2.04,0,2.04,0,2.04,0,0,0,0,0,0,0,0,6.12,0,0,0
457517.txt,3.66,2.44,1.22,0,1.22,0,6.1,0,0,0,0,10.98,1.22,1.22,0,6.1,0,3.66,6.1,0,0,6.1,0,0,2.44,0,0,2.44,0,0
457714.txt,4.59,3.67,0.92,0,0,0,2.75,0,0.92,0,0,3.67,0.92,0.92,0,0.92,0,0.92,4.59,1.83,0,1.83,0,0.92,1.83,4.59,1.83,1.83,0,0
458628.txt,0,0,0,0,0,0,6.25,1.56,3.12,0,0,4.69,0,0,0,1.56,0,3.12,6.25,3.12,1.56,3.12,0,0,1.56,3.12,1.56,0,0,0
458774.txt,3.26,3.26,0,0,0,0,5.43,0,0,0,0,9.78,3.26,1.09,0,2.17,3.26,0,1.09,0,0,0,0,1.09,1.09,1.09,0,0,0,0
459011.txt,11.43,4.29,7.14,0,2.86,1.43,2.86,0,0,0,0,4.29,1.43,0,1.43,1.43,0,0,18.57,4.29,5.71,8.57,0,1.43,1.43,0,0,1.43,1.43,0
459326.txt,7.02,1.75,5.26,0,0.58,0,1.75,0,0,0,0,6.43,0,0,1.75,2.92,0,3.51,7.6,0.58,2.34,2.92,2.92,1.17,1.75,4.09,0,0,0,0.58
459481.txt,5.63,5.63,0,0,0,0,4.23,0,0,0,0,15.49,2.82,5.63,2.82,4.23,0,2.82,1.41,1.41,0,1.41,0,0,1.41,0,0,0,0,0
461078.txt,6.98,6.98,0,0,0,0,1.16,0,0,0,0,1.16,1.16,1.16,0,0,0,0,9.3,2.33,1.16,4.65,2.33,0,9.3,0,0,6.98,1.16,0
461451.txt,0,0,0,0,0,0,17.65,0,0,4.71,0,14.12,5.88,2.35,0,3.53,0,3.53,1.18,0,0,1.18,0,0,1.18,0,0,0,1.18,0
468989.txt,1.54,1.54,0,0,0,0,6.15,0,0,0,0,12.31,1.54,3.08,6.15,3.08,0,4.62,1.54,0,1.54,0,1.54,0,0,0,0,0,0,0
470988.txt,6.45,3.23,3.23,0,0,1.08,3.23,0,0,0,0,12.9,2.15,2.15,3.23,6.45,0,2.15,6.45,0,1.08,3.23,1.08,3.23,0,0,0,1.08,0,0
471612.txt,0,0,0,0,0,0,1.32,0,0,0,0,2.63,1.32,0,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474303.txt,5,0,5,5,0,0,5,0,0,0,0,15,0,15,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0
474610.txt,0,0,0,0,0,0,10,0,0,0,0,10,5,2.5,0,2.5,0,0,0,0,0,0,0,0,15,0,0,5,0,0
475340.txt,0,0,0,0,0,0,4.17,0,0,0,0,14.58,2.08,8.33,0,2.08,2.08,0,2.08,0,0,2.08,0,0,0,0,0,0,0,0
475448.txt,5.14,3.74,1.4,0,0,1.4,7.94,0,0,0,0,7.01,0.93,4.21,0,0.93,1.87,0.47,8.41,1.87,0.93,3.74,1.87,0.93,1.87,0,0,0,0,0
475610.txt,0,0,0,0,0,0,0,0,0,0,0,9.38,0,6.25,0,3.12,0,3.12,0,0,0,0,0,0,0,0,0,0,0,0
475629.txt,0,0,0,0,0,0,1.15,0,0,0,0,11.49,3.45,1.15,0,4.6,1.15,5.75,2.3,0,0,2.3,0,0,1.15,2.3,0,0,0,0
476130.txt,5.41,5.41,0,0,0,0,2.7,0,0,0,0,16.22,8.11,5.41,0,0,2.7,0,16.22,0,10.81,8.11,5.41,0,16.22,0,0,0,0,0
476415.txt,3.7,3.7,0,0,0,0,1.23,0,0,0,0,8.64,2.47,1.23,0,2.47,0,3.7,8.64,1.23,1.23,6.17,0,0,1.23,0,0,0,0,0
477901.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,0,2.27,2.27,0,0,2.27,0,0,0,0,0
477975.txt,0,0,0,0,0,0,2.56,0,0,0,0,5.13,0,0,0,2.56,2.56,0,2.56,2.56,0,0,0,0,0,0,0,0,0,0
478666.txt,3.33,3.33,0,0,0,0,8.33,0,0,5,0,23.33,6.67,0,1.67,6.67,5,6.67,0,0,0,0,0,0,0,3.33,0,0,0,0
478691.txt,4,0,4,0,0,0,6,0,0,0,0,8,2,2,2,2,0,0,4,0,0,2,0,2,0,0,0,0,0,0
479006.txt,12.31,0,10.77,4.62,1.54,4.62,3.08,0,0,0,0,16.92,0,3.08,0,10.77,0,7.69,6.15,0,1.54,6.15,0,1.54,1.54,0,0,0,0,0
479351.txt,0,0,0,0,0,0,2.04,0,0,0,0,9.52,2.72,0.68,0,2.72,2.04,1.36,1.36,0.68,0.68,0,0,0,0.68,0,0,0,0,0
479402.txt,0,0,0,0,0,0,2.22,0,0,0,0,13.33,6.67,0,0,2.22,4.44,2.22,6.67,0,0,4.44,0,2.22,4.44,0,0,0,0,0
480788.txt,0,0,0,0,0,0,2.86,0,0,0,0,4.29,1.43,1.43,0,1.43,0,0,1.43,0,0,1.43,0,0,0,0,0,1.43,0,0
481249.txt,6.38,4.26,2.13,2.13,0,0,0,0,0,0,0,4.26,2.13,2.13,0,0,0,0,10.64,0,4.26,2.13,4.26,2.13,10.64,0,0,14.89,0,0
482600.txt,0,0,0,0,0,0,0,0,0,0,0,2.22,2.22,0,0,0,0,0,11.11,0,0,11.11,0,0,26.67,0,0,6.67,0,0
484136.txt,8.49,2.83,5.66,0,0,5.66,0.94,0,0,0,0.94,0.94,0,0.94,0,0,0,0,6.6,0,0.94,0,2.83,2.83,4.72,0,0,0,0,5.66
491351.txt,3.45,2.3,1.15,0,0,1.15,1.15,0,0,0,0,4.6,0,1.15,0,0,3.45,0,4.6,0,1.15,2.3,1.15,0,6.9,0,0,8.05,0,0
492089.txt,1.28,1.28,0,0,0,0,2.56,0,0,0,0,1.28,0,1.28,0,0,0,0,37.18,2.56,2.56,32.05,0,0,50,0,0,6.41,0,0
493143.txt,0,0,0,0,0,0,0,0,0,0,0,8.33,2.78,0,0,5.56,0,2.78,0,0,0,0,0,0,0,0,0,0,0,0
494474.txt,4.62,4.62,0,0,0,0,1.54,0,0,0,0,13.85,1.54,0,3.08,4.62,0,4.62,4.62,0,4.62,3.08,1.54,0,1.54,6.15,0,0,0,0
495630.txt,3.39,1.69,1.69,0,0,0,8.47,0,0,0,0,8.47,0,3.39,0,6.78,0,1.69,0,0,0,0,0,0,0,0,0,0,0,0
496056.txt,0,0,0,0,0,0,12.12,0,0,6.06,0,3.03,0,0,0,3.03,0,3.03,3.03,0,0,3.03,0,0,0,0,0,0,0,0
498674.txt,0,0,0,0,0,0,2.56,0,0,0,0,2.56,0,0,0,0,0,2.56,0,0,0,0,0,0,10.26,0,2.56,0,2.56,0
498889.txt,0,0,0,0,0,0,9.4,0,0,1.71,3.42,5.98,0,0,0,4.27,0,1.71,1.71,0,0,1.71,0,0,0,0,0,0,0,0
500055.txt,0,0,0,0,0,0,2.13,0,0,0,0,12.77,4.26,2.13,0,2.13,4.26,0,2.13,0,2.13,0,0,0,17.02,0,0,0,0,0
500563.txt,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,0,4.55,0,0,0,0,0,0,0,4.55,13.64,0,4.55,0,0
500865.txt,0,0,0,0,0,0,2.38,0,0,0,0,15.48,4.76,1.19,2.38,5.95,2.38,5.95,0,0,0,0,0,0,0,0,0,0,0,0
501646.txt,0,0,0,0,0,0,4.55,0,0,0,0,6.82,0,0,0,6.82,0,2.27,4.55,0,0,4.55,0,0,2.27,0,0,0,0,0
501805.txt,0,0,0,0,0,0,6.33,0,0,0,0,13.92,1.27,6.33,1.27,2.53,0,2.53,2.53,1.27,1.27,1.27,0,0,6.33,0,0,0,0,0
506332.txt,10.34,0,10.34,1.72,1.72,1.72,3.45,0,0,0,0,12.07,0,1.72,0,8.62,0,6.9,5.17,0,0,3.45,0,1.72,0,0,0,0,0,0
507199.txt,3.39,0,3.39,0,0,1.69,8.47,0,0,0,0,8.47,1.69,3.39,0,3.39,0,5.08,3.39,0,1.69,1.69,0,1.69,0,0,0,0,0,0
507381.txt,9.76,0,9.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,2.44,0,2.44,2.44,4.88,0,2.44,0,0
507638.txt,6.61,0.83,5.79,0.83,0,0,3.31,0,0,0,0,12.4,2.48,2.48,0.83,4.96,0,4.13,1.65,0,0,0,0,1.65,0,0,0,0,0,0
510308.txt,0,0,0,0,0,0,2.52,0,0,0,0.84,1.68,1.68,0,0,0,0,0,1.68,1.68,0,0,0,0,3.36,0,0,15.13,0,0
511999.txt,9.26,9.26,0,0,0,0,1.85,0,0,0,0,9.26,0,0,0,3.7,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0
515186.txt,0,0,0,0,0,0,0,0,0,0,0,12.12,3.03,3.03,0,3.03,3.03,3.03,6.06,0,0,6.06,0,0,0,0,0,0,0,0
519145.txt,3.3,3.3,0,0,0,0,4.4,0,0,0,0,9.89,3.3,5.49,0,3.3,1.1,0,1.1,0,0,1.1,0,0,1.1,2.2,0,0,0,0
519546.txt,2.74,1.37,1.37,0,0,0,10.96,0,0,0,4.11,10.96,4.11,1.37,0,2.74,0,2.74,1.37,0,0,1.37,0,0,1.37,0,0,0,0,0
519867.txt,3.17,3.17,0,0,0,0,3.17,0,0,0,1.59,6.35,1.59,0,0,4.76,0,0,4.76,1.59,3.17,1.59,0,0,1.59,1.59,0,0,0,0
520432.txt,5.56,3.33,2.22,0,0,2.22,1.11,0,0,0,0,13.33,0,5.56,0,2.22,1.11,6.67,6.67,0,0,6.67,0,0,3.33,0,0,0,0,0
521204.txt,10.14,0,10.14,7.25,0,1.45,11.59,0,0,0,0,13.04,0,1.45,5.8,4.35,0,1.45,11.59,0,0,1.45,7.25,2.9,0,0,0,0,0,0
521402.txt,1.92,1.92,0,0,0,0,1.92,0,0,0,0,13.46,1.92,1.92,0,5.77,1.92,3.85,0,0,0,0,0,0,0,3.85,0,0,0,0
521552.txt,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,0,4.76,0,4.76,0,0,0,0,0,0,0,0,0
521849.txt,6.17,4.94,0,0,0,0,7.41,0,0,1.23,0,16.05,4.94,1.23,1.23,6.17,1.23,2.47,4.94,1.23,0,1.23,2.47,0,0,6.17,0,0,0,0
521938.txt,0,0,0,0,0,0,2.83,1.89,0,0.94,0.94,12.26,0.94,4.72,0,3.77,0.94,4.72,5.66,0,2.83,2.83,0,0,0.94,1.89,0,0,0,0
525009.txt,6.78,3.39,3.39,1.69,0,0,13.56,0,0,0,0,6.78,1.69,1.69,0,0,3.39,0,13.56,10.17,1.69,1.69,0,0,1.69,0,0,0,0,1.69
526219.txt,20.63,4.76,15.87,15.87,0,0,1.59,0,0,0,0,6.35,0,3.17,0,1.59,0,3.17,3.17,0,0,1.59,1.59,0,3.17,0,0,0,0,0
527158.txt,5.06,3.8,1.27,0,0,0.63,3.8,0,0,0,0,8.23,0,3.16,0,3.16,0,1.9,10.76,0,1.27,10.13,0.63,0.63,0,0,0,0,0,0
527176.txt,6.49,5.19,1.3,1.3,0,0,2.6,0,0,0,0,12.99,3.9,1.3,1.3,2.6,3.9,2.6,9.09,0,2.6,2.6,3.9,1.3,3.9,1.3,0,14.29,0,0
529032.txt,6.42,5.5,0.92,0,0.92,0,2.75,0,0,0,0,8.26,0.92,2.75,0,1.83,2.75,1.83,4.59,0,0.92,2.75,0.92,0,0.92,0,0,0,0,0
529618.txt,0,0,0,0,0,0,0,0,0,0,0,5.13,0,0,0,2.56,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0
531101.txt,2.27,2.27,0,0,0,0,0,0,0,0,0,2.27,0,0,0,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
532795.txt,5.26,5.26,0,0,0,0,7.89,0,0,2.63,2.63,2.63,0,0,0,2.63,0,0,2.63,0,0,2.63,0,0,5.26,2.63,0,0,0,0
534161.txt,2.17,1.09,1.09,0,0,0,5.43,0,0,0,0,2.17,0,1.09,1.09,0,0,0,8.7,2.17,1.09,4.35,0,1.09,10.87,0,1.09,1.09,0,0
535479.txt,2.38,0,2.38,0,2.38,0,0,0,0,0,0,2.38,2.38,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537500.txt,1.57,1.57,0,0,0,0,5.51,1.57,0,0,0,4.72,2.36,0.79,0,0.79,0,0.79,3.15,1.57,0,0.79,0.79,0,3.15,7.87,0,2.36,0.79,0
541109.txt,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,3.57,0,3.57,0,0,3.57,0,0,0
541350.txt,5.56,5.56,0,0,0,0,2.78,0,0,0,0,2.78,0,0,0,0,0,2.78,8.33,0,0,2.78,5.56,0,16.67,0,0,2.78,0,0
543396.txt,2.5,2.5,0,0,0,0,0,0,0,0,0,2.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544950.txt,6.45,4.84,1.61,0,0,0,0,0,0,0,0,8.06,0,1.61,1.61,3.23,1.61,0,4.84,0,1.61,0,1.61,1.61,1.61,3.23,0,1.61,0,0
545570.txt,0,0,0,0,0,0,0,0,0,0,0,6.78,0,0,0,3.39,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0
545604.txt,5.88,5.88,0,0,0,0,1.96,0,0,0,0,5.88,0,1.96,1.96,1.96,0,1.96,0,0,0,0,0,0,0,0,0,0,0,0
546148.txt,0,0,0,0,0,0,0,0,0,0,0,3.57,0,0,0,3.57,0,3.57,1.79,0,0,1.79,0,0,1.79,0,0,0,0,0
547598.txt,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,2.94,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0
548604.txt,1.01,0,1.01,0,0,0,4.04,0,0,0,0,9.09,1.01,1.01,0,2.02,0,6.06,10.1,4.04,0,5.05,0,1.01,4.04,4.04,0,14.14,0,0
549942.txt,0,0,0,0,0,0,12.82,0,0,0,0,5.13,0,0,2.56,5.13,0,2.56,5.13,5.13,0,0,0,0,0,0,0,0,0,2.56
554738.txt,0,0,0,0,0,0,4,0,0,0,0,20,6,8,0,2,0,4,2,2,0,0,0,0,0,0,0,0,0,0
555948.txt,0,0,0,0,0,0,5.48,0,0,0,0,13.7,1.37,1.37,1.37,5.48,0,6.85,2.74,0,2.74,0,1.37,0,2.74,0,0,0,0,0
556814.txt,10.42,8.33,2.08,2.08,0,0,8.33,0,0,0,0,14.58,0,2.08,4.17,6.25,4.17,4.17,2.08,0,2.08,2.08,2.08,0,0,0,0,0,0,0
556885.txt,0,0,0,0,0,0,12.5,0,0,0,0,15,0,7.5,0,0,7.5,0,12.5,7.5,2.5,2.5,0,0,15,0,0,0,0,0
556954.txt,0,0,0,0,0,0,3.77,0,0,0,0,1.89,0,0,0,1.89,0,1.89,1.89,1.89,0,0,0,0,18.87,0,0,0,0,0
558109.txt,6.9,6.9,0,0,0,0,3.45,0,0,0,0,13.79,6.9,6.9,0,0,0,0,20.69,0,13.79,6.9,6.9,0,20.69,0,0,0,0,0
559157.txt,1.72,1.72,0,0,0,0,0,0,0,0,0,5.17,0,1.72,1.72,0,1.72,0,1.72,0,0,1.72,0,0,3.45,0,0,0,0,0
559507.txt,5.45,5.45,0,0,0,0,14.55,0,0,0,0,12.73,5.45,4.55,0,0,1.82,0.91,20,3.64,12.73,9.09,2.73,0,15.45,0.91,0,0,0,0
562241.txt,0,0,0,0,0,0,0,0,0,0,0,7.55,0,0,1.89,1.89,0,5.66,1.89,1.89,0,0,0,0,1.89,0,0,0,0,0
563032.txt,2.86,1.43,1.43,0,0,0,7.14,0,0,2.86,0,17.14,5.71,1.43,2.86,2.86,2.86,1.43,2.86,0,2.86,0,0,0,1.43,0,0,2.86,0,0
564668.txt,10.53,5.26,5.26,1.75,1.75,0,5.26,0,0,0,0,7.02,1.75,0,0,0,1.75,3.51,3.51,0,3.51,0,3.51,0,7.02,0,0,1.75,0,0
564776.txt,0,0,0,0,0,0,10.87,0,0,0,0,2.17,0,0,0,0,0,2.17,4.35,2.17,0,0,2.17,0,0,0,0,0,0,0
566108.txt,0,0,0,0,0,0,0,0,0,0,0,5.26,0,5.26,0,0,0,0,5.26,0,0,5.26,0,0,0,0,0,0,0,0
568408.txt,0,0,0,0,0,0,1.8,0,0,0,0,8.11,0,0,1.8,2.7,0,3.6,3.6,0,0,3.6,0,0,0,0,0,0,0,0
568665.txt,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
571372.txt,13.33,13.33,0,0,0,0,0,0,0,0,0,3.33,3.33,0,0,0,0,0,20,0,10,10,0,3.33,16.67,0,0,3.33,0,0
571926.txt,2.96,2.96,0,0,0,0,17.04,0,0,0,0,5.19,2.22,0.74,0,1.48,0,1.48,11.85,10.37,0.74,1.48,0,0,0,0,0,0,0,0
572309.txt,1.49,0.75,0.37,0.37,0,0,6.34,0.37,0.37,0.37,0.37,8.21,2.24,2.24,0,1.87,0.75,2.24,1.49,0.75,0.37,0.75,0.37,0,0.75,1.12,0.37,0.75,0,0
573529.txt,4.65,2.33,2.33,2.33,0,0,0,0,0,0,0,6.98,2.33,6.98,0,0,0,0,0,0,0,0,0,0,2.33,0,0,0,0,0
575423.txt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575674.txt,2.38,0,2.38,0,2.38,0,11.9,4.76,0,0,0,7.14,1.19,0,1.19,2.38,1.19,1.19,3.57,1.19,0,2.38,0,0,1.19,0,0,0,0,2.38
577806.txt,7.89,7.89,0,0,0,0,2.63,0,0,0,0,15.79,2.63,5.26,2.63,2.63,2.63,2.63,7.89,2.63,2.63,5.26,2.63,0,0,0,0,0,0,0
579087.txt,1.72,1.72,0,0,0,0,3.45,0,0,0,0,5.17,0,0,1.72,0,5.17,0,3.45,0,0,3.45,0,0,1.72,0,0,0,0,0
582953.txt,0,0,0,0,0,0,4.27,0,0,0,0,11.11,0,4.27,1.71,5.13,0,3.42,3.42,0,1.71,1.71,1.71,0,0,0.85,0.85,0,0,0
583234.txt,2.17,2.17,0,0,0,0,0,0,0,0,0,6.52,0,4.35,0,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583297.txt,2.33,2.33,0,0,0,0,4.65,0,0,0,0,2.33,0,2.33,0,0,0,0,4.65,2.33,0,2.33,0,0,0,0,0,0,0,0
584414.txt,0,0,0,0,0,0,0.89,0,0,0,0,16.96,10.71,11.61,1.79,0,0,0,9.82,0,7.14,2.68,0,0,0,0,0,0,0,0
585229.txt,1.2,0,1.2,0,1.2,0,6.02,0,0,0,0,13.25,0,6.02,0,3.61,0,3.61,1.2,0,0,1.2,0,0,0,6.02,0,0,0,8.43
585464.txt,2.27,0,2.27,0,0,0,0,0,0,0,0,9.09,0,2.27,2.27,2.27,0,4.55,0,0,0,0,0,0,0,0,0,0,0,0
586425.txt,6.67,1.67,5,0,1.67,0,7.5,0,0,0,0,15,2.5,5.83,2.5,2.5,0,1.67,0,0,0,0,0,0,1.67,0,0,0,0,0
587538.txt,3.64,0,3.64,0,0,1.82,3.64,0,0,0,0,9.09,0,3.64,1.82,1.82,1.82,0,10.91,0,3.64,7.27,0,3.64,3.64,0,0,1.82,0,0
590154.txt,3.77,3.77,0,0,0,0,11.32,3.77,0,1.89,0,15.09,1.89,1.89,1.89,5.66,3.77,3.77,0,0,0,0,0,0,0,0,0,0,0,0
591936.txt,13.92,0,13.92,3.8,0,3.8,0,0,0,0,0,11.39,3.8,1.27,0,6.33,0,3.8,6.33,0,1.27,5.06,0,1.27,1.27,0,0,0,0,0
592546.txt,0,0,0,0,0,0,9.84,0,0,0,0,16.39,0,1.64,4.92,8.2,0,1.64,4.92,0,0,3.28,1.64,0,1.64,0,0,0,0,0
592672.txt,7.79,0,7.79,1.3,0,3.9,0,0,0,0,0,7.79,0,2.6,0,2.6,0,2.6,3.9,0,1.3,2.6,0,1.3,0,0,0,0,0,0
593732.txt,6.67,1.67,5,0,0,0,8.33,0,0,0,0,18.33,5,0,1.67,10,3.33,5,1.67,1.67,0,0,0,0,0,0,0,0,0,0
593997.txt,10.29,0,10.29,1.47,0,0,2.94,1.47,0,0,0,11.76,1.47,2.94,0,5.88,1.47,2.94,0,0,0,0,0,0,1.47,0,0,0,0,0
594052.txt,2.58,1.29,1.29,0.65,0.65,0,10.97,2.58,0,2.58,1.94,5.81,2.58,1.29,0,1.29,0.65,0,5.81,3.23,0.65,2.58,0,0,0,3.87,0.65,0,0,3.23
596717.txt,7.41,5.56,1.85,0.93,0,0,1.85,0,0,0,0,9.26,0,0.93,0.93,2.78,0.93,3.7,7.41,0.93,0.93,2.78,1.85,0.93,1.85,0.93,0,0,0,0
